,0
5740,"типом цветения, когда в пазухе листьев формируется до десяти завязей."
5741,пурпурными цветками и широкими зелеными листьями с ярко-пурпурным рисунком отличается новый
5742,"яркие цветки и широкие серо-зеленые листья, на которых отчетливо видны пурпурно-коричневые"
5743,"Прореживают растения в фазе семядольных листьев, оставляя по одному самому крупному."
5744,"Листья у него жесткие, сверху — темно-зеленые"
5745,"между собой размерами, ароматом, окраской листьев и цветков."
5746,часть стеблей с цветками и листьями собирают в самом начале цветения
5747,"шоколадными, серебристо-серыми и даже янтарными листьями подчеркивает желто-зеленый цвет других многолетников."
5748,"Весной молодые отрастающие листья гейхер имеют нежные, как бы"
5749,"гейхеры — растения вечнозеленые, среди пожухлых листьев, побитых первыми заморозками, они выглядят"
5750,соединение между шайбой и поверхностью листа.
5751,"разновидностей с крупными цветками, желто-полосатыми листьями или листьями с золотисто-желтой каймой."
5752,"крупными цветками, желто-полосатыми листьями или листьями с золотисто-желтой каймой."
5753,"Для получения листового перегноя подходят листья березы, липы, клена."
5754,"из высушенных, растертых и просеянных листьев березы; его добавляют в приготовленную"
5755,"такой изгороди кустарники с плотными листьями: шиповник, хеномелес, бирючина, магония, жимолость"
5756,земля содержит еще не перегнившие листья и корешки.
5757,использовать для чаёв или заготовок листья плодовых деревьев и ягодных кустарников.
5758,"в бочку слоями, прокладывая их листами промасленной бумаги."
5759,от окисления — превращения в «кашу» листами пергамента.
5760,"аронии (0,5-литровую банку) и листья вишни (200 шт.) заливают 1,5"
5761,клеток можно выкроить из квадратного листа клетчатой бумаги размером 8x8 клеток?
5762,"Листья, черешки, корнеплоды сельдерея, семена и"
5763,ко всем из моего контакт листа!
5764,"было даже такое, что контакт лист просто пропадал и не было"
5765,А контакт лист новый придется создавать? этот скопировать
5766,равно они все в контакт листе и никто наизусть их не
5767,"видит, в аське любому из листа контактов статус был виден, и"
5768,Есть контакт лист (порядка 80 контактов).
5769,"удалять друг друга из контакт листа, и заново запрашивать авторизацию – БЕСТОЛКУ ."
5770,"обезображены его ценностями они"" чистый лист ""и если мы предложим этим"
5771,"Книга хорошо сохранилась, все листы хорошо читаются, испорченных страниц нет."
5772,"в см, а в долях листа), а покупатель пусть уж сам"
5773,НА ПРЕДПОСЛЕДНЕМ ЛИСТЕ: НАЧАТА ЖЕ БИСТЬ ПЕЧАТАТСЯ БОГОДУХОВНАЯ
5774,НА ПОСЛЕДНЕМ ЛИСТЕ ТРЕУГОЛЬНИКОМ: В ЧЕТВЕРТОЕ ЛЕТО ПАТРИАРШЕСТВА
5775,"НЕТ ТИТУЛЬНОГО ЛИСТА, ТЕКСТ НАЧИНАЕТСЯ ОБЫЧНОЙ ЗАГЛАВНОЙ."
5776,"этом, любезно пообещал найти отсутствующие листы."
5777,"и загрязнена нижняя часть титульного листа, согнут верхний уголок задней обложки?"
5778,"книги указываются в формате бумажного листа и доле, которую страница данного"
5779,"данного издания составляет от этого листа (напр., 60х90 1/16, где"
5780,"два числа обозначают размеры бум. листа в см, а дробь показывает"
5781,"небо, сквозившее радужными снопиками сквозь листья чинар."
5782,"Помню, в туалете мне попался лист из какого-то старого журнала, там"
5783,Приволок лист домой…
5784,"долго, то останавливаясь на каком-нибудь листе, то бегло проглядывая подряд несколько"
5785,Быстро бежала по листу ее рука с зажатой в
5786,"скверно, то цеплялся, как банный лист, настоящие допросы устраивал: что да"
5787,"Она погладила мелованный лист репродукции и сказала:  «Вот, его…»"
5788,"разливался с утра, проникал сквозь листья, играл желтым и зеленым на"
5789,эти платаны в парке ОДО… листья величиной с тарелку… музыка танго…
5790,"поет эту, твою любимую — „Опавшие листья “…"
5791,издании 1915 года (на титульном листе обозначен 1916 год) 615 страниц
5792,венке из дубовых и лавровых листьев.
5793,"и они: дубовые и лавровые листья, обрамляющие серп с молотом."
5794,молот с дубовыми и лавровыми листьями и появляются медальоны с изображением
5795,"к сопкам, не пылила, и листы на деревьях если дрожали, то"
5796,"в одно разноцветные пятна осенних листьев, травы, пихт."
5797,Только надо будет купить виноградных листьев.
5798,"каком-нибудь базаре должны продавать виноградные листья, в Москве же много армян"
5799,"Купим листья, — кивнул Юра, не отводя глаз"
5800,"дворовых фонарей, тени деревьев и листьев…"
5801,"виски и щеки, тени от листьев мелькали по ее лицу, делали"
5802,жирное пятно прямо на титульный лист.
5803,печатная машинка с наполовину исписанным листом.
5804,к дому по засыпанной осенними листьями Большой Бронной.
5805,"Там — натирают лицо жирными листьями, хватают автоматы и убивают друг"
5806,лежал голый и облепленный жухлыми листьями.
5807,"лежал голый, облепленный мелкими жухлыми листьями боярышника, и когда его увидел"
5808,"боярышника с еще не облетевшими листьями, сломила ее, встала с колен"
5809,"представился ей обнаженным, осыпанным палыми листьями и, главное, живым!"
5810,"с помойки выброшенный кем-то фикус, листья на нем были толстые, темно-зеленые"
5811,"А дома зачах, листья опадали день ото дня, сохли"
5812,"столько же, сколько на чистом листе бумаги."
5813,"толстыми и словно лакированными темно-зелеными листьями, — немцы ухаживали за фикусом так"
5814,"под фикусом с его темно-зелеными листьями, вдруг остро вспомнила она о"
5815,"наряду с будущим автором «Опавших листьев», ставящим под сомнение «традиционные ценности"
5816,Листья летят к дракону
5817,"Упавшие листья возвращаются к своим корням», — гласит"
5818,первую не похожую: на белом листе картона метр на метр — чёрный
5819,"Один картонный лист перевернул, другой."
5820,"которые, засаленные, зачастую с недостававшими листами, неведомыми путями оказывались на Проспекте"
5821,"стены были украшены тяжелыми чеканными листами желтого металла, потемневшего от времени"
5822,"сколоты куски мрамора, а металлические листы исцарапаны."
5823,"пластиковые муляжи цветов с матерчатыми листьями по углам, — непонятно, зачем они"
5824,"было, как прикладом выбивают фанерные листы, торчавшие вместо лобовых стекол в"
5825,"буквы, аккуратно выведенные на блокнотном листе и даже заботливо окруженные рамкой"
5826,"мешки, кое-где стояли массивные железные листы, зачехленные, стояли грозного вида орудия"
5827,"втолкнул Артема в обитый пластмассовыми листами закуток, сделанный недалеко от входа"
5828,"Толстые стебли, тяжелые маслянистые листья, густая смесь запахов, покрытый переплетениями"
5829,Дверь была сделана из стальных листов и на удары кулаков отзывалась
5830,"август, запах гари, влажных тополиных листьев и сырой, остывшей земли."
5831,"Он вернулся в комнату, взял лист бумаги, ручку и написал одно"
5832,"перед ними разложены фломастеры, большой лист бумаги."
5833,Подписывала обходной лист у нарколога:  «Это Ваша фамилия
5834,хозяйству приходилось выращивать только дурманные листья.
5835,"количества дописок, уточнений, сопоставлений, согласований, лист компьютерного текста превращается в некое"
5836,"много: министерство проституции, институт дурманных листьев, управление кошачьими эмигрантами, министерство борьбы"
5837,пристрастившие людей-кошек к дурманным листьям как единственной пище и сами
5838,"новый процесс начинается с «чистого листа», объективность истины — релятивизмом."
5839,"предложат двести рублей за печатный лист, — это почасовая ставка нью-йоркских уборщиц"
5840,подозрение («Где лучше всего спрятать лист? — спрашивал честертоновский аббат-детектив и
5841,"вижу, как садится перед чистым листом бумаги с грифом наверху «Председатель"
5842,по крайней мере на титульном листе есть упоминание Интеллектуально-делового клуба.
5843,замечательную далму в триумфальных виноградных листьях.
5844,он недаром тратит жизнь над листом бумаги.
5845,"философию, которую и читаю «с листа», и она мне приносит удовлетворение"
5846,"зимой от снега, осенью от листьев и моет три подъезда."
5847,"разъятую на части картофелину, капустный, лист, всё это солю, сверху две"
5848,"идет, как будто шуршат сухие листья."
5849,появлялись бокалы и воздушный — салатные листья и брынза — салат по-гречески.
5850,"получается, то всё идет в лист, вместе с героями твоя собственная"
5851,"которое он выцарапывает на мятом листе, положенном на колено."
5852,"Прижав листы “крокодильчиками” к эскизной доске, я"
5853,"привязала крепкие ветки, вместе с листьями, к моим рукам, ногам, спине"
5854,"дымке, поднявшейся с горящих кучек листьев, вокруг которых школьники скребут граблями"
5855,"сады (так остужает ссадину наслюнявленный лист подорожника), обволакивая глаз смягченной резкостью"
5856,"и бумажки предо мной, как листы диспозиции, перекладывали, пока тесты — сначала"
5857,"Назади, на стене — карта Средиземноморья, лист с расписанием рейсов и — кусок"
5858,"нежной зеленью в прожилках — шершавый лист инжира, росшего в заднем дворике"
5859,"Листы толщиной с писчую бумагу, спрессованные"
5860,"А целого листа, отлепленного от оковалка, хватит на"
5861,"то, что приводится на титульном листе диссертации."
5862,"был написан на четырех страничках листов из разрезанных использованных конвертов, причем"
5863,"хочется зачеркнуть свою роспись на листе приказа, но тут срабатывает здоровый"
5864,Все это я зачитал с листа.
5865,"Баранов достал из шкафа двойной лист, на котором была изображена структурная"
5866,"пишу на оборотках (одна сторона листа которых уже использована), спросил:"
5867,большими оговорками Вячеслав дал мне листов 70 подмоченной серой бумаги.
5868,"отчеты объемом примерно по сто листов, что Осадченко и я сделали."
5869,Он нашел лист с ней и подал его
5870,"уроках, другое — построить их на листе."
5871,"Поднялся ветер, зашелестели на тополях листья, которые до этого были пыльными"
5872,Редкие капли срывались с листьев и со звоном ударяли в
5873,воздушный пирог с изюмом между листами слоеного теста: сверху в пудре
5874,залепленный серым пергаментом из многолетних листьев.
5875,над ними среди широких темноватых листьев тоненького деревца медленно раскручивался белый
5876,"форме мак: пять лепестков, а листья тонюсенькие, как у укропа."
5877,мне ноги мочалкой из кукурузных листьев.
5878,"немцы, плели кошелочки из кукурузных листьев."
5879,"Как опали листья с деревьев, партизаны стали скрываться"
5880,А что такое лист?
5881,Листья выросли из корня.
5882,"укрепился для дальнейшей жизни, он листья сбрасывает, чтоб они не были"
5883,"Я лист от корня, которому служу всей"
5884,меня сменят по весне другие листья из моей породы.
5885,"и очистки картофельные, и капустные листы, но вкусно."
5886,Взял с удивлением лист бумаги из рук Анжелы.
5887,"старик в серой фуфайке вез лист фанеры, как появлялись в окне"
5888,"своим, – сказал безусый, показав чистый лист бумаги (из папки достал)."
5889,Краем глаза Щукин заметил на листе вроде:
5890,"ступню маленького Щукина, поставленную на лист картона, – было щекотно, вот и"
5891,На титульном листе он увидел дарственную надпись:  «Моему
5892,Руководителя Центра протянул гостю несколько листов бумаги.
5893,"на костре чай с брусничными листьями, а гость достал из брезентовой"
5894,"сучьям и ветвям, по всем листьям и цветам, чтобы было в"
5895,"вечером пьет только чай, заваренный листьями брусники."
5896,На школьном листе в клеточку аккуратным почерком было
5897,"Иванович замолчал, придвинул к себе лист бумаги и, не глядя, снова"
5898,"что-то чиркнул ручкой на чистом листе бумаги, который лежал перед ним."
5899,"еще и гололед, дождь, мокрые листья, бывает, покрывают асфальт…"
5900,"изготовленная из двух полусантиметровых стальных листов, дверь, оснащенная шведским замком с"
5901,внутреннего кармана пиджака сложенный вчетверо лист бумаги и протянул его Пафнутьеву.
5902,"Тот взял лист, медленно, будто опасаясь, развернул его"
5903,"высоко поднятой руке он держал лист бумаги, на котором было написано"
5904,Присяжный лист венчал труды восьмидесятилетнего создателя литовского
5905,"кого-то зря, 
 Календарь закроет этот лист."
5906,со вставленным уже в него листом бумаги.
5907,"тетрадку, рванул с треском несколько листов, сдвинул в сторону пустую кружку"
5908,равнодушно складывает в папку пустые листы.
5909,"штук, пять пачек по сто листов, загрузили прямо в ее бюстгальтер…"
5910,Жгут листья.
5911,он насыпал пятьдесят граммов чайного листа и поспешно накрыл кружку специальной
5912,Вадим с хрустом развернул черно-белые листы.
5913,Толстяк перевернул лист.
5914,"склеенную из многих слоев тетрадного листа, аккуратно обрезанную по краям и"
5915,Листы скреплялись разными способами.
5916,"Он достал из кейса лист бумаги и, включив в салоне"
5917,просто накладные перепутали или маршрутные листы.
5918,меня несколько тактов из «Прелюдов» Листа.
5919,"из корпуса, я прятал обходной лист во внутренний карман пальто."
5920,"как будто еще влажного, края листа со штампом библиотеки."
5921,"снимками, записями, сделанными на длинных листах бумаги."
5922,"Просмотрев четыре листа, Вася вернулся к началу записей"
5923,"был открыт на пятом числе, лист чистый, никто на него и"
5924,у него сделаны ксерокопии всех листов этого тома.
5925,"ним в кустах, заваленный прелыми листьями, обнаружен труп женщины без одежды"
5926,"путевой обходчик сгребал под мостом листья, и куча, под которой обнаружен"
5927,"На столе начальника лежал чистый лист бумаги и ручка, специально приготовленные"
5928,"А в ящике оказываются листы мятой бумаги, обрывки, скомканные, использованные"
5929,могли бы составить около трех листов — раньше за год работы я
5930,"было найдено им в подготовительных листах, так в эскизах и осталось."
5931,"чёрные конверты с тугими глянцевыми листами, я при помощи собственного носа"
5932,эту малышку белыми белыми как лист бумаги волосиками и серо-голубыми глазами.
5933,скорее о вытяжке из виноградных листьев или косточек).
5934,Нужно взять чистый лист бумаги (не в клеточку а типа
5935,"приложите к больному месту капустный лист, смоченный мочей, все само и"
5936,Брусничный лист эффекта не дает.
5937,Настой листьев (2 ч.л.: 200) по
5938,( можно начертить просто на листе.
5939,"А кому-то листами раскрашивать задают — по английскому, русскому"
5940,"Это, например, сбрасывание листьев во время сезонных похолоданий или"
5941,"и их личинок, питающихся его листьями, корой и подлежащей древесиной."
5942,5 % поглощается хлорофиллом зеленого листа и дает начало энергопотоку в
5943,"на экзамен, трясусь, как осиновый лист, заходит в аудиторию Малахов."
5944,"по доверенности от 27.07.2005 г. (л.д.8), прокуроры Ульянова М"
5945,"городской Думы от 18.07.2005 г. (л.д.142), решения от 22.07.2005"
5946,"22.07.2005 г. № 08-Р (л.д.158), из которого видно"
5947,Вырваны все титульные листы.
5948,соединяющая сами переплетные крышки и листы (книжный блок).
5949,"Посмторел лист предполагаемых трансферов и ахнул, там"
5950,его приходом можно связать подобный лист трансферов.
5951,•2 лавровых листа
5952,"Чеснок смешать с чили, лавровым листом, веточками зеле ни и залить"
5953,"полнолунием зажигаются огромные костры из листьев, в которые бросают зерно, цветы"
5954,"смотреться рядом с широкими, мощными листьями геогенантуса и фатсии"
5955,"цветы» на самом деле — яркие листья, которые окружают невзрачное маленькое соцветие."
5956,Такие листья называются прицветиями.
5957,препарат на основе экстракта красных листьев винограда с доказанной эффективностью лечит
5958,"Листья и ветви различных растений, стометровые"
5959,цвет придавал напитку содержавшийся в листьях хлорофилл.
5960,"коры,  «чернильных орешков»  (наростов на листьях растений) варилось «чернильное сусло», а"
5961,Южной Америки растения с темно-зелеными листьями и красными и желтыми плодами
5962,Листья у него тоже особые: они
5963,"Его листья, кора, цветы, семена и смола"
5964,Листья дерева находят применение при нарывах
5965,"Его листья служат как тарелки, и на"
5966,"моде и в городах, поскольку листья можно просто выбросить после использования"
5967,"тесьмой, поставь в центр газетного листа."
5968,ходили в осенний парк «шуршать листьями» и целоваться.
5969,"чая с семенами кассии тора, листьями финика и сенны, лепестками хризантемы"
5970,А масло Бэй (или масло листьев Бэй) — это для укрепления волос.
5971,Мягким карандашом на небольшом листе ватмана было нарисовано здание.
5972,"показалось, что где-нибудь в углу листа будет нарисован ее собственный силуэт"
5973,лимонное деревце с темными глянцевыми листьями.
5974,"палевой травы, по небу летели листья и птицы, а посреди поля"
5975,"и тянулись к небу, к листьям и летящим птицам, но никак"
5976,"декана, куда я притащил обходной лист, отпускающий грехи, коровистая секретарша велела:"
5977,"в буфете; прохладное прикосновение кленового листа; диспетчер девушка Наташа, что всегда"
5978,"просыпается всегда наивный, как свежий лист календаря, — нет."
5979,"веточку, выдрал ее, очистил от листьев-лодочек, оставив только два на"
5980,"пятнистой пышно-узорчатой ризницы, облепленной виноградными листьями да кистями: не зреет у"
5981,ветер скребется когтистыми лапами кленовых листьев да галки лущат желуди так
5982,"постучал ногами, сбивая грязь и листья."
5983,"Шевельнулись листья, и я мигом обернулся: черный"
5984,"списка, – он похлопал ладонью по листу бумаги перед собой, – мы придерживаться"
5985,"простых вещей — искусственных фруктов и листьев, плетеной корзинки и сухоцветов."
5986,"Теперь подбираем листья, ягоды и фрукты."
5987,"и богаче набор фруктов и листьев, тем красивее панно."
5988,"фон панно можно заполнить искусственными листьями и веточками, колосками злаков, сушеной"
5989,импортной продукции на основании конкурентных листов;
5990,На титульном листе кроме фамилии составительницы указана моя
5991,по моей фамилии на титульном листе компьютер каталога указал среди моих
5992,"стороны помещения-двумя слоями гипсокартонных листов толщиной по 12,5 мм каждый"
5993,этом стыки между отдельными гипсокартонными листами должны располагаться вразбежку.
5994,"элемент на ткани (горошина, ромбик, лист) хорошо расположить одинаково в деталях"
5995,"выполненные из стеклопластика с толщиной листов не менее 20 мм, однако"
5996,Это линейные размеры листа (длина и ширина).
5997,либо вообще вынести за пределы листа (схема 10г).
5998,"расположении силуэта ниже горизонтальной оси листа возникает ощущение тяжести, приземленности (схема"
5999,Тончайшие листы наклеивают на подготовленную поверхность с
6000,после полива капли воды на листьях заработают как мини-линзы и обожгут
6001,"Просматривая стартовые листы турниров, поражаешься количеству участников из"
6002,"ГИП), таких как панель, кнопка, лист, ввод текста и т.д."
6003,он регулярно на себя наградные листы заполнял — и отправлял в штаб.
6004,выполняем задание в несколько печатных листов).
6005,при разгоне-торможении (упругая деформация листов).
6006,"контрольных операций, начиная с задачи листа в производство до отгрузки готовой"
6007,"ветви, ветви — на плоды и листья."
6008,В ценовых листах на переднеприводные ВАЗы тестовые автомобили
6009,"в виде объекта класса AtrTree, листьями которого могут быть объекты класса"
6010,"сразу и начать с чистого листа, а вместо этого — медленно нарастающее"
6011,"казались… ну вот когда осенний лист еще не покраснел, а только"
6012,"листья в поздний час, 
 листья в"
6013,"листья в поздний час, 
 листья в поздний час."
6014,"остроганых досок, влажными грядками, смородинным листом."
6015,Такой богатой цветовой гаммой окраски листьев (от нежно-салатового до изумрудного и
6016,"палитра салата дополняется разнообразной структурой листа: гладкая, пузырчатая, волнистая, с ровными"
6017,"Листья супротивные, крупные, широкояйцевидные, 3 — 5-лопастные."
6018,"важно весной, еще до распускания листьев, успеть обработать растение настоями."
6019,"Вынув дневник, я стала вырывать листы и выбрасывать их через люк"
6020,"Когда исчез последний лист, я успокоилась."
6021,маслом копию с портрета композитора Листа.
6022,И листья сыпятся:
6023,"ветвями, дворники подметают желтые уже листья."
6024,Падают листья.
6025,"открытых веранд свисали черные, лохматые листы фанеры."
6026,"все: как идет дождь, колышутся листья, едет трамвай."
6027,"укладываю засушенные розовые бутоны, кленовые листья."
6028,"Листья деревьев, работая, как гигантский пылесос"
6029,"ластик, исправляя написанное на одном листе."
6030,"угодно — железобетона, кирпича, блоков, металлических листов, полипропилена."
6031,За четыре листа — 50 (!) рублей.
6032,И пожелтевший лист бумаги нерешительно сполз с подоконника.
6033,"Он снял с листа лохмотья паутины, затем сунул бумагу"
6034,сок в этих стеблях и листьях был траурным.
6035,"пустые, подписанные мной, бланки и листы у Даши."
6036,"Пристал, как банный лист."
6037,цветы крапива прячет под зубчатыми листьями…
6038,быстро записывал на разлинованных карандашом листах.
6039,Катиться под шорох сентябрьских листьев под шинами инвалидной коляски…
6040,"Листьев-то нападало, листьев… — озирается Патрикеич."
6041,"Листьев-то нападало, листьев… — озирается Патрикеич."
6042,"разрезе — своего рода сэндвич из листов высокопрочной стали и пластика, соединенных"
6043,На листе нотного стана рукой маэстро начертаны
6044,"письменный стол, засыпанный десятками пронумерованных листов с непонятными мне вычислениями, над"
6045,"Это был лист в клеточку, исписанный от руки"
6046,"сторон, зеленовато-синими чернилами, и этот лист содержал всю геометрию, все данные"
6047,И там лист исчез.
6048,"приняли за черновик — всего один лист, исписанный от руки, — и уничтожили"
6049,в 1 экз. на 16 листах.
6050,оставленные им на этом проклятом листе отпечатки пальцев приведут его нечаянно
6051,Съел ли он тот лист вместе с отпечатками своих пальцев
6052,"РАН 2-1/1943-94, л. 84-85; 2-4-39"
6053,"Архив РАН 532-1-133, л. 106; Архив РАН 524-9"
6054,его и Чжуде на шелковых листах…
6055,"руководителя аппарата, вытащил из принтера лист бумаги, размашисто написал короткое, без"
6056,В середине листа было аккуратно выведено одинокое пока
6057,через лупу разложенные ветхие нотные листы — доктор технических наук Федор Олегович
6058,"Он поднял первый лист и, смакуя, пробежал глазами."
6059,Полез искать чистые листы бумаги.
6060,"лежащих сверху, вышедших из принтера листа, с любопытством перевернул и медленно"
6061,в вытянутой руке сложенный вдвое лист.
6062,На листе этом сосредоточились все взгляды.
6063,"Рублев принял поднесенный лист, аккуратно разогнул и посреди щемящей"
6064,"Едва, впрочем, глянув, Баландин отбросил лист в сторону, так что он"
6065,образования пар (пэйринга) и формирования листа положения команд после каждого тура
6066,Бараненко говорят сухие строчки наградного листа:
6067,Это соседи листья жгут.
6068,о каком костре из опавших листьев может идти речь в середине
6069,"с мольбертом, на котором на листе бумаги были изображены тюбики с"
6070,скорее всего пограничники посчитали сухие листья и цветы чем-то малоценным и
6071,"книжку, лежавшую на столе, взяла лист бумаги, нацарапала пару строк и"
6072,"вовремя упавшие с дерева молодые листья, доллары спланировали на грязный пол"
6073,"ей удалось стащить совсем немного листов, на которых напечатали первую, пробную"
6074,Листья со знаком $ на ели…
6075,"Но тут листья раздвинулись, и на дорожку выбрался"
6076,"Прилипла, словно банный лист, ей жить негде, но и"
6077,"снимок, словно это был не лист бумаги, а шипящая кобра."
6078,"Листья салата, белое куриное мясо, гренки"
6079,и зарывались в шуршащие желтые листья с головой.
6080,"Зарылся в листья под каким-то большим деревом, скорее"
6081,"А я взял лист, где Попов был очень похоже"
6082,"гибкими, пластичными, образуется плотный сомкнутый лист меньшей толщины."
6083,Листья желтые…»
6084,"По листу бумаги, наспех выдранному из заурядной"
6085,сбивать с края фонтана прошлогодние листья.
6086,Милюлю и трясется как осиновый лист?
6087,"из воздуха широкий, мелко исписанный лист пергамента."
6088,"осваивать все заново, с чистого листа."
6089,Листы казались чистыми.
6090,На листе разом проступили длинные столбцы вопросов
6091,"странно, точно это были не листы бумаги, а по меньшей мере"
6092,Его лист лег на стол к Медузии
6093,Лист был заполнен едва ли на
6094,"фамилия и фамилия В. С. — лист почти весь заполнен, номера паспортов"
6095,"Хрупкий плот вибрировал, как лист бумаги на ветру."
6096,"с моим любимым огородом, травой, листьями, деревьями, посадками."
6097,"для страны, начавшей с чистого листа, у меня все сложилось очень"
6098,"его задарили грамотами, премиями, почётными листами от города, Союза журналистов и"
6099,"той же земле, которая накормлена листьями дерева»."
6100,В экзаменационных листах к дипломам нашел довольно много
6101,Иногда сами листы при анализе вызывали у меня
6102,"экспертов: один доллар за печатный лист — работа, на которой не разбогатеешь."
6103,"венецианка, носовой платок, вышитый земляничными листьями."
6104,"густо-розовые цветки, окруженные декоративными серебристыми листьями."
6105,Его игольчатые блестящие ярко-зеленые листья никогда не облетают.
6106,ТРУДНЕЙШАЯ музыка Ференца Листа звучала в виртуозном исполнении солиста
6107,"16-клапанный мотор, совсем другое — с листа конструировать и строить оригинальный автомобиль"
6108,"И в бездревесности кружилися листы,"
6109,"взгляд, небольшое количество туши на листе белой бумаги кажется простым и"
6110,"Фрам» обшили металлическими листами, снабдили паровым двигателем и ветряной"
6111,заказчик заполняет все графы в листе учёта отработанного времени водителя служебного
6112,На основании листов отработанного времени водителям служебного такси
6113,"парк, набрали букет ярких кленовых листьев, и этот запах осени, резкий"
6114,"пол сыпались желтые, красные кленовые листья."
6115,"деревья с развитой древесиной и листьями, достигавшими метра."
6116,Отпечатки ее игольчатых листьев в геологических отложениях встречаются вместе
